Unnamed: 0,v_av_central_atom,v_av_nu_atom,sasa_ratio_nu,sasa_ratio_central,epn_central,epn_nu,epn_lg,epn_central_ts,epn_nu_ts,epn_lg_ts,nu_charge,nu_charge_ts,central_charge,central_charge_ts,lg_charge,lg_charge_ts,omega,n,local_electrophilicity_center,local_nucleophilicity_nu,is_av,es_av,p_int_central,p_int_nu,bo_sub_lg,bo_nu_ts,bo_lg_ts,bo_prod_nu,pc_1,pc_2,pc_3,pc_4,pc_5,activation_energy,exp_activation_energy
123,23.2,-6.1,0.3739941477688369,0.0438887048691619,-14.588206,-18.36184,-64.321094,-14.561872,-18.238404,-64.331301,-1.006947,-0.722017,0.145726,0.288356,-0.063192,-0.124957,0.2115975331671803,-7.474808112479469,0.035304625,-0.246058,7.62,-1.19,27.434911791591453,10.33478723034228,1.122082,0.280779,0.969121,1.458822,-6.8371,-3.676,1.11638,-2.0345,-0.948893,22.325521913705085,24.78
124,23.3,-14.6,0.1372531089978054,0.0439715137462736,-14.588204,-18.359189,-64.321095,-14.578802,-18.246857,-64.334424,-0.400289,-0.160289,0.145667,0.213695,-0.063177,-0.117894,0.2115996854522795,-6.13632262414885,0.035304625,-0.0998359999999999,6.84,-1.19,27.84193024109979,15.55066387390641,1.12203,0.211412,0.996309,1.279199,-6.8371,-3.676,1.11638,-2.0345,-0.948893,15.729995838039745,19.4
125,27.6,-6.7,0.1089978054133138,0.0620238489566081,-14.557545,-18.353018,-26.464706,-14.553126,-18.255755,-26.481054,-0.469964,-0.268692,0.325778,0.363463,-0.153734,-0.190849,0.2506802140656823,-5.975399254956039,0.04425875,-0.070549,6.85,-1.14,23.556939838015893,19.29397152989115,1.189424,0.208621,1.116869,1.271652,-4.65106,-4.74864,-3.28165,-0.304043,4.2989,15.597411240599431,15.21
126,21.8,-167.7,0.5485767615492301,0.0410732030473666,-14.599615,-22.706853,-175.195518,-14.761015,-22.580937,-175.337021,-1.055418,-0.759707,0.094279,0.206629,-0.038334,-0.062469,0.2013115039392529,-4.828026687233041,0.029885875,-0.102304,6.37,-1.13,28.92898402259882,10.267139632139347,1.065774,0.193282,0.965674,1.268838,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.541010186769206,21.01
127,29.9,-16.3,0.145848573518654,0.0626863199735011,-14.552043,-18.356277,-26.462358,-14.555285,-18.270369,-26.483656,-0.480784,-0.275985,0.333423,0.368153,-0.153544,-0.182358,0.211534266904741,-5.830368341453025,0.0414924999999999,-0.004669,6.96,-1.21,23.543376866968963,16.639754226004225,1.189801,0.196359,1.12909,1.271997,-17.1145,-8.80606,5.56077,0.126051,0.604298,16.1809072039076,17.21
128,23.2,-19.3,0.1367044623262618,0.0439715137462736,-14.588204,-18.368034,-64.321095,-14.583235,-18.260371,-64.336445,-0.493261,-0.252977,0.145704,0.213459,-0.063176,-0.115836,0.2116017154192725,-5.878906649535049,0.035304375,-0.092035,6.78,-1.19,27.95350781757549,16.70620134614309,1.121964,0.209194,1.001615,1.282731,-6.8371,-3.676,1.11638,-2.0345,-0.948893,15.082092937250897,19.85
129,23.1,-15.7,0.0752560351133869,0.0438887048691619,-14.588209,-18.365743,-64.321095,-14.581758,-18.257619,-64.335364,-0.479451,-0.255834,0.14575,0.211416,-0.063202,-0.112091,0.2115989812901939,-6.090087923080471,0.035303625,-0.053357,6.77,-1.19,27.25696197459268,19.260583749137517,1.122018,0.21143,0.99289,1.272611,-6.8371,-3.676,1.11638,-2.0345,-0.948893,18.493755901214268,22.49
130,23.1,-13.2,0.2246708119970739,0.0439715137462736,-14.588204,-18.366462,-64.321095,-14.574807,-18.255683,-64.333642,-0.738749,-0.48563,0.145704,0.242334,-0.063183,-0.120826,0.2115992556756558,-6.495797320205893,0.035304625,-0.148462,7.08,-1.19,27.07716496627112,13.620284823390426,1.122023,0.23026,0.997687,1.394682,-6.8371,-3.676,1.11638,-2.0345,-0.948893,18.63952382019867,21.51
131,23.3,-25.6,0.0799195318215069,0.0439715137462736,-14.588207,-18.353192,-64.321094,-14.564951,-18.129458,-64.426372,-0.144835,0.201186,0.145711,0.260387,-0.063186,-0.481145,0.2115986245936507,-5.842138027405998,0.035304,-0.0404409999999999,6.75,-1.19,27.84209839419801,18.45480862581147,1.122055,0.676965,0.419047,0.809161,-6.8371,-3.676,1.11638,-2.0345,-0.948893,21.97169641800916,24.81
132,25.7,-167.7,0.5485767615492301,0.027906591586618,-14.582852,-22.706857,-22.212268,-14.747036,-22.588121,-22.385004,-1.055344,-0.767135,0.310026,0.386662,-0.238797,-0.258456,0.1594496830251875,-4.827953787932067,0.025498375,-0.1023799999999999,6.37,-0.98,29.61515328591856,10.245093607264849,1.218394,0.18158,1.163874,1.268783,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,15.991733802032336,21.72
133,23.1,-12.9,0.2243964886613021,0.0439715137462736,-14.588204,-18.366085,-64.321096,-14.574547,-18.256167,-64.333339,-0.736744,-0.48311,0.145768,0.242391,-0.063179,-0.120598,0.2116015557301993,-6.519960866862058,0.0353045,-0.144561,7.1,-1.19,27.07709609251604,13.62508434119449,1.121931,0.229049,0.995648,1.394568,-6.8371,-3.676,1.11638,-2.0345,-0.948893,18.50288363425157,21.53
134,21.8,-167.7,0.5483901073261782,0.0394998343822457,-14.599614,-22.706854,-175.195518,-14.754771,-22.581593,-175.345348,-1.055669,-0.767698,0.094265,0.201037,-0.038329,-0.07345,0.2013100152369091,-4.827867446207799,0.029886125,-0.1026099999999999,6.37,-1.13,29.004999469791592,10.281853718020397,1.065788,0.156817,0.980047,1.268819,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,15.848118619422715,19.19
135,29.2,3.5,0.1962326261887344,0.062272275587943,-14.553932,-18.328151,-26.4629,-14.578945,-18.156366,-26.674236,-0.701183,-0.280554,0.330657,0.364168,-0.152831,-0.687199,0.2294717138986732,-5.538495814462768,0.041950125,-0.029504,7.73,-1.21,23.61740856271955,16.905830605427127,1.190191,0.828497,0.323072,1.34981,-6.8371,-3.676,1.11638,-2.0345,-0.948893,22.389492184117337,21.56
136,23.1,3.4,0.1950438917337235,0.0439715137462736,-14.588206,-18.328153,-64.321094,-14.569589,-18.209484,-64.331495,-0.701224,-0.437573,0.145758,0.253864,-0.063202,-0.138294,0.2115989116913801,-5.538559516318178,0.0353045,-0.029504,7.73,-1.19,27.0771685084842,16.717367486412986,1.122051,0.314646,0.939253,1.349802,-6.8371,-3.676,1.11638,-2.0345,-0.948893,22.70300783335743,24.21
137,23.1,-14.0,0.0790965618141916,0.0439715137462736,-14.588205,-18.367857,-64.321095,-14.580684,-18.261089,-64.338054,-0.496083,-0.266223,0.145724,0.215018,-0.063207,-0.10889,0.2115998026703427,-6.058236371017468,0.0353045,-0.049801,6.72,-1.19,27.07712631358161,20.72767833572082,1.122032,0.221152,0.996048,1.271637,-6.8371,-3.676,1.11638,-2.0345,-0.948893,19.4472496508478,23.77
138,36.4,-167.7,0.5487634157722818,0.0279894004637297,-14.562731,-22.706854,-22.184337,-14.72758,-22.579817,-22.357653,-1.055588,-0.764914,0.305508,0.379532,-0.230339,-0.250379,0.183058220294745,-4.827983475553486,0.024026,-0.101518,6.37,-1.01,30.240037087604104,10.275353615376002,1.202013,0.173778,1.153624,1.268816,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.684606545007096,20.47
139,30.0,-167.7,0.548670088660756,0.0278237827095064,-14.574553,-22.706859,-22.20038,-14.739395,-22.585531,-22.373374,-1.055699,-0.766663,0.308958,0.381969,-0.234351,-0.25082,0.16015281332171,-4.827870793207686,0.0256547499999999,-0.1014939999999999,6.37,-0.99,30.09825820293033,10.242696770259975,1.209004,0.17617,1.157423,1.268869,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,15.603577150255658,21.03
140,30.1,-167.7,0.5481101259916006,0.0284034448492878,-14.574578,-22.706854,-22.200463,-14.739723,-22.572238,-22.372236,-1.056039,-0.720466,0.308479,0.389684,-0.232022,-0.264026,0.1593881970435035,-4.827846629498378,0.025929,-0.1028219999999999,6.37,-1.01,30.121150382367183,10.240065138652486,1.210956,0.198195,1.149794,1.268801,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,15.098520503824949,21.04
141,23.2,-22.0,0.0851316752011704,0.0438887048691619,-14.588204,-18.366631,-64.321095,-14.582139,-18.257987,-64.33598,-0.478319,-0.245431,0.145715,0.212966,-0.06318,-0.107181,0.2115995257645446,-5.896946954270947,0.035304625,-0.0266669999999999,6.72,-1.19,27.256857697597173,20.352900498942763,1.122015,0.213789,0.989203,1.249757,-6.8371,-3.676,1.11638,-2.0345,-0.948893,16.252241870022708,23.19
142,15.7,-6.2,0.374908558888076,0.0778403444849287,-14.567484,-18.362163,-26.493587,-14.556962,-18.251402,-26.523916,-1.011043,-0.702818,0.519335,0.628633,-0.20221,-0.265457,0.42452431315827,-7.395008314891799,0.04603125,-0.246358,7.64,-0.87,21.644354543262484,10.28601168639371,1.119613,0.342362,0.97573,1.319136,-17.1145,-8.80606,5.56077,0.126051,0.604298,26.390286506061948,24.55
143,28.0,-6.0,0.3745427944403804,0.0797449486584961,-14.541942,-18.362159,-26.469639,-14.538708,-18.243083,-26.504001,-1.011988,-0.711981,0.353209,0.460305,-0.159611,-0.226715,0.3354959384984918,-7.393778335797217,0.0559443749999999,-0.246272,7.64,-1.29,20.65141757163192,10.418203862927836,1.192426,0.342137,1.052135,1.387467,-17.1145,-8.80606,5.56077,0.126051,0.604298,21.99215072308345,23.27
144,21.1,-6.2,0.3746342355523043,0.0789996687644915,-14.555706,-18.36217,-26.483085,-14.547681,-18.247546,-26.517591,-1.011055,-0.702583,0.401192,0.510705,-0.170089,-0.242427,0.409116576602499,-7.39597164690309,0.0533427499999999,-0.246347,7.64,-1.14,21.644776314214194,10.395622624223716,1.164253,0.350703,1.015472,1.353343,-17.1145,-8.80606,5.56077,0.126051,0.604298,23.96162227854484,25.34
145,36.4,-6.1,0.374908558888076,0.0670751904604173,-14.54266,-18.362161,-26.437898,-14.545711,-18.236266,-26.478412,-1.010858,-0.719576,0.139983,0.241966,-0.095831,-0.175531,0.4348657330780508,-7.394874598145859,0.05725825,-0.246357,7.64,-1.77,21.20265131665537,10.271177339301056,1.256263,0.327709,1.126861,1.476694,-17.1145,-8.80606,5.56077,0.126051,0.604298,19.344694473077197,19.6
146,30.2,-6.1,0.3741770299926847,0.0669923815833057,-14.554174,-18.362163,-26.450401,-14.55406,-18.240802,-26.491256,-1.011813,-0.714867,0.197667,0.305835,-0.110338,-0.193278,0.4702331575367464,-7.396228778165011,0.064212,-0.246398,7.64,-1.53,21.12601252465176,10.342183318712088,1.239664,0.336319,1.092545,1.44603,-17.1145,-8.80606,5.56077,0.126051,0.604298,21.351184944209905,21.74
147,28.3,-6.1,0.3735369422092172,0.0652533951639615,-14.555862,-18.362166,-26.453925,-14.552766,-18.244123,-26.491691,-1.010546,-0.720967,0.247554,0.347978,-0.118711,-0.194109,0.4481778460679015,-7.395215815308299,0.0621585,-0.2463419999999999,7.64,-1.51,23.390786134686888,10.319005740350892,1.219841,0.325532,1.086156,1.450232,-17.1145,-8.80606,5.56077,0.126051,0.604298,20.73058159046925,21.13
148,30.4,-6.0,0.3750914411119239,0.0790824776416031,-14.529502,-18.362164,-26.458491,-14.535797,-18.26225,-26.493485,-1.011493,-0.76008,0.471607,0.545595,-0.15167,-0.206793,0.4635961858484431,-7.396561489048927,0.07244975,-0.246401,7.64,-1.66,20.651599537516585,10.350683597316854,1.171737,0.2684,1.075849,1.425712,-17.1145,-8.80606,5.56077,0.126051,0.604298,16.851168676566385,17.25
149,27.9,-6.1,0.3745427944403804,0.0788340510102683,-14.537626,-18.36216,-26.468089,-14.536226,-18.256944,-26.498711,-1.010857,-0.746404,0.446264,0.525676,-0.163524,-0.217191,0.4349224862957324,-7.394163063964774,0.06759575,-0.2463159999999999,7.64,-1.49,21.571853482251967,10.303040801853536,1.161506,0.288148,1.057531,1.399885,-17.1145,-8.80606,5.56077,0.126051,0.604298,19.049248268992624,19.57
150,31.7,-6.1,0.3741770299926847,0.0515071215634316,-14.544826,-18.362164,-26.448283,-14.541066,-18.245163,-26.483432,-1.011052,-0.738267,0.321107,0.419002,-0.123696,-0.19171,0.4349016914906295,-7.396676408169972,0.0603065,-0.2464009999999999,7.64,-1.67,23.545433460198037,10.360048689196232,1.192768,0.297853,1.08606,1.452491,-17.1145,-8.80606,5.56077,0.126051,0.604298,18.09232286942244,19.16
151,24.6,-6.1,0.3745427944403804,0.0660814839350778,-14.567716,-18.362169,-26.462684,-14.563774,-18.244367,-26.500607,-1.012445,-0.710935,0.317522,0.424776,-0.147133,-0.223271,0.4908348413677724,-7.397779326423123,0.064284625,-0.246382,7.64,-1.16,21.308811440844487,10.344908570548856,1.200466,0.33114,1.05105,1.420268,-17.1145,-8.80606,5.56077,0.126051,0.604298,23.69958386974631,18.06
152,16.5,-6.1,0.3742684711046086,0.0775919178535939,-14.564997,-18.362162,-26.492971,-14.556245,-18.251909,-26.52529,-1.010712,-0.702091,0.52915,0.636642,-0.203602,-0.266701,0.4908355048220628,-7.395183754854596,0.04642625,-0.2463699999999999,7.64,-0.82,20.936874925788853,10.317004019896256,1.119174,0.342256,0.972616,1.315456,-17.1145,-8.80606,5.56077,0.126051,0.604298,26.42945652464597,18.14
153,19.0,-6.2,0.3746342355523043,0.0648393507784034,-14.581383,-18.362164,-26.47495,-14.574026,-18.248764,-26.50969,-1.010717,-0.709158,0.434196,0.546551,-0.181285,-0.253233,0.5319764545164857,-7.396701287539324,0.067564375,-0.246404,7.64,-0.86,21.346745266698388,10.374587413635464,1.158723,0.322526,1.006079,1.38405,-17.1145,-8.80606,5.56077,0.126051,0.604298,25.95625910807316,25.81
154,32.8,-6.1,0.3756400877834674,0.0388373633653527,-14.53446,-18.362167,-26.445718,-14.543364,-18.122028,-26.669898,-1.012487,-0.462806,0.446002,0.513727,-0.13667,-0.6982,0.4641128665437525,-7.394482882094373,0.06701475,-0.2462499999999999,7.64,-1.76,25.326417294288422,10.30977691427528,1.139899,0.857903,0.30841,1.410781,-17.1145,-8.80606,5.56077,0.126051,0.604298,16.194236446970468,16.7
155,10.2,-6.2,0.3754572055596196,0.0775919178535939,-14.578873,-18.362169,-26.503805,-14.56989,-18.262908,-26.53477,-1.01242,-0.70796,0.544141,0.648648,-0.208322,-0.271062,0.5319710142447082,-7.39746900234578,0.05314525,-0.246388,7.64,-0.76,21.08606716977573,10.333607955594276,1.111713,0.331149,0.9741,1.316415,-17.1145,-8.80606,5.56077,0.126051,0.604298,26.292791491840838,26.55
156,26.5,-6.1,0.3745427944403804,0.0645081152699569,-14.556976,-18.362171,-26.457067,-14.550642,-18.246276,-26.492255,-1.011592,-0.71839,0.302014,0.393539,-0.129199,-0.196429,0.435630900639051,-7.396680664030905,0.062152625,-0.246372,7.64,-1.51,24.60738430896504,10.396624831157409,1.201638,0.321021,1.076894,1.449756,-17.1145,-8.80606,5.56077,0.126051,0.604298,20.008665513435027,20.59
157,23.9,-6.1,0.3751828822238478,0.0659158661808545,-14.571781,-18.362168,-26.463722,-14.568158,-18.242499,-26.505056,-1.01072,-0.700607,0.166756,0.281779,-0.117798,-0.20711,0.4710871937421771,-7.394712663193274,0.057794125,-0.246268,7.64,-1.3,21.85140320603548,10.365270729195185,1.240407,0.357173,1.081206,1.438165,-17.1145,-8.80606,5.56077,0.126051,0.604298,23.61086827112562,23.6
158,29.7,-6.2,0.374908558888076,0.0666611460748592,-14.556145,-18.362167,-26.451368,-14.554241,-18.239871,-26.491016,-1.011123,-0.712029,0.190325,0.294256,-0.110231,-0.191746,0.4336609546860097,-7.394855718886704,0.058818,-0.2462889999999999,7.64,-1.51,21.718667538386796,10.36904006583442,1.236292,0.337352,1.094808,1.44354,-17.1145,-8.80606,5.56077,0.126051,0.604298,21.26170862003257,21.71
159,31.7,-6.1,0.3757315288953913,0.0778403444849287,-14.522489,-18.362167,-26.464098,-14.525497,-18.260041,-26.492679,-1.010718,-0.759899,0.579021,0.634415,-0.173466,-0.215757,0.4640877948836251,-7.395748478170864,0.046929125,-0.246371,7.64,-1.53,23.37176322747246,10.276631269286938,1.124596,0.261034,1.033896,1.375832,-17.1145,-8.80606,5.56077,0.126051,0.604298,16.7988062190275,17.26
160,21.1,-6.1,0.3751828822238478,0.0789168598873799,-14.555124,-18.362169,-26.481434,-14.548291,-18.254328,-26.512954,-1.011827,-0.722441,0.415497,0.519436,-0.169343,-0.233697,0.3863746069902754,-7.396692892827152,0.0558705,-0.246381,7.64,-1.2,22.239873725082667,10.272117410731529,1.163145,0.324772,1.033654,1.371288,-17.1145,-8.80606,5.56077,0.126051,0.604298,22.300763712485672,23.4
161,19.0,-6.0,0.3739027066569129,0.0778403444849287,-14.555562,-18.36216,-26.486094,-14.545832,-18.250204,-26.517761,-1.010424,-0.708464,0.458187,0.557871,-0.178246,-0.24343,0.3863737472632628,-7.394372637888964,0.043532625,-0.246325,7.64,-1.12,23.173586339692328,10.289877107833744,1.136887,0.343589,1.007032,1.343389,-17.1145,-8.80606,5.56077,0.126051,0.604298,23.12528204555535,24.66
162,29.2,-6.1,0.3741770299926847,0.066247101689301,-14.557778,-18.362164,-26.452166,-14.554114,-18.23876,-26.49064,-1.011876,-0.707412,0.181399,0.285122,-0.111493,-0.191032,0.4136491068313234,-7.396498723268174,0.058328,-0.2464,7.64,-1.48,22.233002468247136,10.41854398302612,1.240714,0.338969,1.098473,1.443865,-17.1145,-8.80606,5.56077,0.126051,0.604298,21.33179333431011,21.77
163,19.1,-6.2,0.3745427944403804,0.077343491222259,-14.555571,-18.36216,-26.484748,-14.54691,-18.257097,-26.513701,-1.011709,-0.726815,0.470154,0.561332,-0.177055,-0.234416,0.3708585503308197,-7.393783554941005,0.046108,-0.246276,7.64,-1.21,23.653994739123213,10.381253010579057,1.140505,0.3174,1.023975,1.359696,-17.1145,-8.80606,5.56077,0.126051,0.604298,21.690716010587124,22.72
164,28.1,3.5,0.1965069495245062,0.0549022855250082,-14.554367,-18.328181,-64.326322,-14.551133,-18.223886,-64.340772,-0.701537,-0.46619,0.302643,0.360188,-0.07135,-0.14033,0.2108056543470486,-5.519232439605076,0.034137,-0.029362,7.73,-1.66,26.79697521652778,16.665722578945026,1.080022,0.268408,0.940547,1.327589,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.993116450187774,19.46
165,23.1,-6.1,0.1115581565471836,0.0439715137462736,-14.588212,-18.351466,-64.321093,-14.574959,-18.242876,-64.330521,-0.466245,-0.235054,0.145611,0.220521,-0.063116,-0.117609,0.2116468802470045,-6.232554027485974,0.0353052499999999,-0.074476,6.93,-1.19,27.25688621249466,18.33934882958459,1.122176,0.226996,0.987746,1.272191,-6.8371,-3.676,1.11638,-2.0345,-0.948893,16.346830751311547,20.67
166,27.9,9.7,0.1953182150694952,0.0548194766478966,-14.554368,-18.314186,-64.326325,-14.542859,-18.208346,-64.335584,-0.696364,-0.460892,0.302623,0.362786,-0.071364,-0.141387,0.2108108850349147,-5.573232644105596,0.034136625,-0.030421,7.82,-1.66,26.763599272827108,16.908229252479476,1.079963,0.283212,0.935397,1.316843,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.002878344028357,20.55
167,23.3,-11.3,0.1089063643013899,0.0438058959920503,-14.588209,-18.36361,-64.321094,-14.579414,-18.250206,-64.333152,-0.472781,-0.242264,0.145722,0.21405,-0.063175,-0.11768,0.2116297550499871,-6.01922498653161,0.035306625,-0.0396219999999999,6.81,-1.19,27.841999562586217,18.335613947275235,1.122144,0.212284,0.998761,1.280811,-6.8371,-3.676,1.11638,-2.0345,-0.948893,15.349097589203192,19.55
168,13.5,-129.9,0.6004937820043892,0.0651705862868499,-14.602896,-18.594448,-26.492032,-14.73881,-18.489012,-26.663486,-0.755516,-0.526421,0.346604,0.462224,-0.199078,-0.257432,0.2657005665095717,-5.380737728002851,0.04346975,-0.39871,7.57,-0.57,21.85855305494205,10.997704309881549,1.152072,0.423066,0.993541,1.20343,-7.158010000000001,4.00531,-3.9992,2.58802,0.563683,25.024658018441414,21.89
169,27.9,9.7,0.1949524506217995,0.0549022855250082,-14.554368,-18.313395,-64.326329,-14.542806,-18.206341,-64.336756,-0.690153,-0.454349,0.302527,0.367586,-0.0713,-0.14309,0.2108182071989968,-5.700732105765797,0.0341365,-0.031086,7.89,-1.66,27.204697662932126,17.244337005931353,1.080015,0.292406,0.92794,1.319686,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.654226812390128,20.9
170,13.5,-129.9,0.6004937820043892,0.0655018217952964,-14.60294,-18.5944,-26.492033,-14.738827,-18.489137,-26.663562,-0.755481,-0.524084,0.346444,0.463036,-0.199151,-0.257991,0.2687860861897362,-5.365962979951817,0.043487,-0.398783,7.54,-0.57,21.860654027691773,10.99754503088326,1.152057,0.422369,0.994608,1.203348,-5.081119999999999,1.55541,-3.71763,0.752001,0.5990840000000001,25.52593141145543,21.18
171,13.6,-129.9,0.6004937820043892,0.0651705862868499,-14.602458,-18.594384,-26.491693,-14.737437,-18.489061,-26.661424,-0.754865,-0.529767,0.346294,0.46254,-0.19854,-0.25512,0.2609659300922978,-5.362896365702951,0.0425539999999999,-0.398797,7.53,-0.58,21.85692168519553,10.997393380401771,1.152409,0.416366,0.998097,1.203514,-4.65106,-4.74864,-3.28165,-0.304043,4.2989,25.098661465253866,21.86
172,28.1,10.0,0.194403803950256,0.055399138787678,-14.554368,-18.313803,-64.326326,-14.541314,-18.196413,-64.336636,-0.693985,-0.437402,0.302609,0.366865,-0.071367,-0.14576,0.2108118268061986,-5.573517520097069,0.0341365,-0.00815,7.86,-1.66,26.90140097251846,17.020759371519546,1.079966,0.31502,0.924577,1.322796,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,17.187622398259098,20.45
173,29.2,9.7,0.1951353328456474,0.0620238489566081,-14.553936,-18.314234,-26.462902,-14.570501,-18.146301,-26.665578,-0.695502,-0.281285,0.330746,0.364061,-0.1529,-0.680817,0.2294757564296342,-5.594067068279295,0.041949625,-0.030539,7.82,-1.21,23.36179091732472,16.911911116089474,1.190175,0.82369,0.327101,1.342807,-6.8371,-3.676,1.11638,-2.0345,-0.948893,24.14408523555816,23.75
174,29.9,-15.0,0.0729700073152889,0.0668267638290824,-14.554735,-18.365932,-26.450826,-14.568395,-18.25071,-26.50068,-0.480214,-0.232415,0.197265,0.239759,-0.110632,-0.182322,0.4836857986635659,-6.036021785392057,0.064078125,-0.053944,6.75,-1.54,21.12782635601176,19.202773869528155,1.238151,0.299979,1.106828,1.290254,0.852347,-0.723091,-1.52101,5.54315,2.8035,18.97696392826924,20.03
175,27.9,9.8,0.194403803950256,0.0549022855250082,-14.554384,-18.312987,-64.326387,-14.542713,-18.207514,-64.336198,-0.692525,-0.458622,0.302027,0.364951,-0.071551,-0.141908,0.2108934764929039,-5.692332713126233,0.0341157499999999,-0.030499,7.88,-1.65,27.20283617359825,16.896407476395733,1.079473,0.288925,0.930378,1.313047,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.929669045845895,21.02
176,29.2,9.9,0.1940380395025603,0.0620238489566081,-14.553933,-18.312888,-26.4629,-14.571484,-18.14659,-26.667113,-0.691802,-0.279731,0.330719,0.365559,-0.152864,-0.6825,0.2294723440892241,-5.711066309529678,0.041949625,-0.030605,7.89,-1.21,23.361887515823057,17.07029669300666,1.19019,0.822373,0.325613,1.337911,-6.8371,-3.676,1.11638,-2.0345,-0.948893,25.069775914200427,22.83
177,21.0,3.5,0.1961411850768105,0.0404107320304736,-14.600846,-18.328153,-175.195625,-14.579322,-18.21064,-175.202468,-0.701142,-0.428164,0.094481,0.218251,-0.03902,-0.125414,0.2104022243388774,-5.538560523138094,0.0303159999999999,-0.029504,7.73,-1.17,29.151737478273876,16.905668966713456,1.065472,0.322488,0.857212,1.350025,-6.8371,-3.676,1.11638,-2.0345,-0.948893,23.050878877152478,23.95
178,26.4,-14.4,0.0691294806144842,0.0664127194435243,-14.565447,-18.363356,-26.454461,-14.603931,-18.1808,-26.663931,-0.44718,-0.055382,0.179887,0.213677,-0.103407,-0.605911,0.8170967138213425,-7.131202399572079,0.0612016249999999,-0.0311479999999999,6.7,-1.89,21.30684057266716,19.41637281995077,1.245856,0.801531,0.397228,1.275207,-0.886957,0.203646,-1.94311,-1.54976,-1.13652,22.04184507237176,20.55
179,15.3,-129.9,0.6004937820043892,0.0650049685326267,-14.598335,-18.594453,-26.488348,-14.727867,-18.490505,-26.644517,-0.755517,-0.54404,0.351628,0.462845,-0.197574,-0.235436,0.2083063500156194,-5.385551802976939,0.038107625,-0.398688,7.58,-0.61,21.864354791226877,10.997631899370196,1.153514,0.362547,1.03027,1.203689,-3.56352,-0.739374,-2.16803,2.34958,4.65793,22.214715773889058,21.77
180,13.6,-129.9,0.6004937820043892,0.0650049685326267,-14.602686,-18.594397,-26.492017,-14.737681,-18.489097,-26.661769,-0.755494,-0.529841,0.346354,0.461481,-0.199776,-0.255362,0.2627049591941829,-5.364669677242975,0.0426447499999999,-0.398787,7.54,-0.59,21.84621009899925,10.997516897281017,1.150564,0.417414,0.997424,1.203192,-3.83989,-4.70756,-2.58611,1.87302,4.25859,25.02680472776416,22.52
181,23.2,10.0,0.1942209217264082,0.043640278237827,-14.588205,-18.312893,-64.321094,-14.560683,-18.194135,-64.326732,-0.692028,-0.428309,0.145687,0.258745,-0.063186,-0.140094,0.2115988182656231,-5.711193087379051,0.035304625,-0.0306049999999999,7.89,-1.19,27.15903452798828,16.934340994809304,1.122075,0.332604,0.928976,1.337757,-6.8371,-3.676,1.11638,-2.0345,-0.948893,24.15325251454339,25.88
182,15.3,-129.9,0.6004937820043892,0.0653362040410732,-14.598457,-18.594358,-26.488305,-14.727428,-18.488429,-26.645316,-0.753398,-0.542221,0.351617,0.462243,-0.19724,-0.236761,0.2143537740257723,-5.355823446445161,0.0382505,-0.3988319999999999,7.52,-0.61,21.863912270384628,10.997265608552194,1.153666,0.369854,1.028591,1.204625,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,22.73071116613988,27.23
183,13.5,-129.9,0.6004937820043892,0.065584630672408,-14.602921,-18.594448,-26.492082,-14.738811,-18.489026,-26.663488,-0.755516,-0.526175,0.346345,0.46237,-0.199236,-0.257457,0.2658058411773756,-5.380737728002851,0.043466625,-0.39871,7.57,-0.58,21.861439444667745,10.997704309881549,1.151813,0.423013,0.993532,1.20322,-1.45993,9.77762,-1.00489,-0.144358,-1.27009,25.01095258414578,18.105
184,28.1,0.2,0.1995245062179956,0.0556475654190129,-14.554368,-18.335514,-64.326326,-14.55598,-18.222641,-64.344255,-0.70648,-0.458415,0.30262,0.360162,-0.071344,-0.143706,0.2108119992019346,-5.155108760044862,0.034136625,-0.0289619999999999,7.59,-1.66,26.95889478426253,16.460597872479635,1.079973,0.271934,0.945718,1.329489,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,13.42672102985739,18.07
185,19.2,-14.5,0.0694952450621799,0.0794965220271613,-14.560303,-18.363356,-26.480603,-14.563578,-18.242577,-26.539992,-0.447175,-0.18774,0.392268,0.45584,-0.159365,-0.276959,0.721281096981599,-7.131227080298828,0.04911275,-0.0311469999999999,6.7,-1.32,21.747279146357364,19.27521136750221,1.173527,0.41766,0.926294,1.235801,-0.886957,0.203646,-1.94311,-1.54976,-1.13652,23.398339815883016,23.05
