Unnamed: 0,v_av_central_atom,v_av_nu_atom,sasa_ratio_nu,sasa_ratio_central,epn_central,epn_nu,epn_lg,epn_central_ts,epn_nu_ts,epn_lg_ts,nu_charge,nu_charge_ts,central_charge,central_charge_ts,lg_charge,lg_charge_ts,omega,n,local_electrophilicity_center,local_nucleophilicity_nu,is_av,es_av,p_int_central,p_int_nu,bo_sub_lg,bo_nu_ts,bo_lg_ts,bo_prod_nu,pc_1,pc_2,pc_3,pc_4,pc_5,activation_energy,exp_activation_energy
61,28.0,-11.6,0.2243964886613021,0.0400794965220271,-14.564874,-18.359787,-64.309904,-14.563117,-18.266233,-64.331218,-0.721541,-0.505104,0.097048,0.187038,-0.012842,-0.080444,0.2482026043304768,-6.286016671074618,0.0185965,-0.0376079999999999,7.18,-1.6,29.01103338210926,14.30886008011225,1.135737,0.216054,1.010842,1.378254,-4.65106,-4.74864,-3.28165,-0.304043,4.2989,13.0423388894041,16.47
62,32.7,-11.7,0.2241221653255303,0.0401623053991387,-14.55409,-18.359821,-64.303549,-14.55436,-18.263061,-64.321676,-0.719957,-0.517189,0.110756,0.183262,-0.002358,-0.058277,0.2039103229459248,-6.296671397735274,0.03711175,-0.0376309999999999,7.19,-1.81,28.671025752808404,14.290143513577286,1.13844,0.195187,1.037981,1.395015,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,9.581843139117932,16.92
63,29.7,-13.0,0.2247622531089978,0.0402451142762504,-14.56139,-18.363669,-64.309613,-14.562941,-18.271732,-64.331467,-0.723122,-0.515,0.102439,0.184829,-0.011268,-0.073068,0.218826946828479,-5.800152275265733,0.0173475,-0.0140759999999999,7.16,-1.67,28.59570417503104,14.447173056450149,1.13598,0.200035,1.02428,1.3856,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,10.806847057020509,17.6
64,29.7,-11.7,0.2241221653255303,0.0404107320304736,-14.561403,-18.359821,-64.309617,-14.560634,-18.265653,-64.329863,-0.719783,-0.510972,0.100733,0.185812,-0.011424,-0.074707,0.2188352065148896,-6.296666418053249,0.01734625,-0.0376589999999999,7.19,-1.67,28.59637993861524,14.290045285226764,1.135806,0.205856,1.019207,1.386133,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,11.416106042640962,17.84
65,32.7,-7.4,0.224487929773226,0.0401623053991387,-14.554103,-18.350531,-64.303556,-14.547803,-18.253881,-64.317237,-0.71579,-0.515906,0.110705,0.186394,-0.002329,-0.059278,0.2039182110311084,-6.314979870671212,0.037109625,-0.0140559999999999,7.22,-1.81,28.671453732963503,14.252105595261709,1.138342,0.197049,1.035178,1.391151,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,9.386560945611333,17.12
66,-9.1,-167.7,0.5483901073261782,0.047201059953627,-14.674873,-22.706856,-64.376691,-14.839146,-22.587515,-64.569588,-1.055807,-0.664109,0.155491,0.368157,-0.16695,-0.30908,0.5640851116915472,-4.828005897734718,0.033419875,-0.1010189999999999,6.37,-0.29,25.564145569178024,10.279153408252917,1.082228,0.36963,0.817027,1.19114,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,33.59126363579109,42.44
67,2.6,-167.7,0.5483901073261782,0.0470354421994037,-14.647653,-22.706859,-64.356659,-14.813471,-22.581348,-64.540113,-1.056021,-0.696919,0.170384,0.347323,-0.147961,-0.250583,0.5516133916387248,-4.827803717143611,0.034085,-0.100202,6.37,-0.57,26.185078169102376,10.238460866941464,1.089216,0.322626,0.885464,1.20896,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,28.628805763695578,34.09
68,12.0,-167.7,0.5482967802146523,0.0461245445511758,-14.625106,-22.706853,-64.339866,-14.780591,-22.569872,-64.501311,-1.055718,-0.725932,0.184466,0.321985,-0.127203,-0.177912,0.1995676364562687,-4.828008999832789,0.032798875,-0.1017909999999999,6.37,-0.67,25.92923816446138,10.238710139558062,1.094849,0.239321,0.973708,1.226922,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,21.371114631372397,26.43
69,23.5,-11.6,0.2243050475493782,0.0399138787678039,-14.574683,-18.359788,-64.316962,-14.572181,-18.271215,-64.339948,-0.721583,-0.49868,0.094512,0.193367,-0.02005,-0.09196,0.2651836078248859,-6.286077706209917,0.0204075,-0.037916,7.18,-1.58,28.72167842507921,14.458195394540065,1.136997,0.222165,0.997931,1.373253,-4.65106,-4.74864,-3.28165,-0.304043,4.2989,14.202183475232728,17.71
70,23.7,-7.2,0.2231163130943672,0.0400794965220271,-14.57468,-18.350467,-64.316971,-14.565672,-18.260878,-64.335926,-0.716958,-0.492923,0.094438,0.191367,-0.019985,-0.092882,0.2651703913606891,-6.304875167738455,0.0204084999999999,-0.013853,7.21,-1.58,28.671790261579552,14.45542216243791,1.136955,0.227287,0.993814,1.371205,-4.65106,-4.74864,-3.28165,-0.304043,4.2989,14.02905424468652,18.05
71,32.7,-13.0,0.2261338697878566,0.0401623053991387,-14.554103,-18.36367,-64.303556,-14.555431,-18.263795,-64.322847,-0.723194,-0.515669,0.110684,0.186369,-0.002329,-0.06182,0.2039183020070258,-5.800187758912178,0.0371092499999999,-0.0140669999999999,7.16,-1.81,28.64390320765013,14.626936179588494,1.138326,0.19763,1.033745,1.396194,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,8.942043893583994,16.75
72,28.4,-12.9,0.2239392831016825,0.0400794965220271,-14.564868,-18.363206,-64.309903,-14.564568,-18.268428,-64.332685,-0.723993,-0.501206,0.096273,0.190771,-0.01277,-0.082403,0.2481623631192634,-6.100589476854213,0.01859575,-0.0153,7.16,-1.61,29.09212925898473,14.347667810981417,1.136159,0.216242,1.006114,1.376368,-4.65106,-4.74864,-3.28165,-0.304043,4.2989,13.326537926528234,16.2
73,-7.7,-167.7,0.5488567428838077,0.0467870155680689,-14.668361,-22.706857,-64.371194,-14.832794,-22.589161,-64.562225,-1.0561,-0.666462,0.145826,0.347928,-0.158018,-0.293321,0.5252045653633075,-4.827859636540234,0.033356,-0.100142,6.37,-0.37,26.07668031773627,10.243770474265713,1.087748,0.369855,0.836023,1.199951,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,33.53017055827404,31.48
74,23.8,-12.9,0.2243050475493782,0.0399138787678039,-14.574648,-18.363203,-64.31698,-14.573808,-18.274121,-64.34114,-0.724687,-0.498671,0.094903,0.189618,-0.019481,-0.092244,0.2651308536672123,-6.100702023144521,0.020255125,-0.016647,7.16,-1.58,28.902749895013883,14.188593077045006,1.136114,0.222179,0.996162,1.366487,-4.65106,-4.74864,-3.28165,-0.304043,4.2989,13.877075212014171,17.5
75,30.1,-167.7,0.5487634157722818,0.0785856243789334,-14.529866,-22.706858,-26.458713,-14.719521,-22.624921,-26.64557,-1.055938,-0.862923,0.47145,0.520277,-0.151906,-0.174654,0.4766568742000392,-4.827859092312468,0.072234875,-0.1010379999999999,6.37,-1.68,20.70894717030756,10.26760694045274,1.170655,0.169469,1.116552,1.257397,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.512806306286128,12.53
76,15.7,-167.7,0.548670088660756,0.0441371315004968,-14.605152,-22.706857,-64.334676,-14.766843,-22.596677,-64.499838,-1.05586,-0.783593,0.143519,0.253285,-0.07753,-0.115324,0.2131482002374082,-4.827853541190033,0.0259217499999999,-0.100801,6.37,-1.02,27.555190955357403,10.24303229159292,1.117444,0.183386,1.02999,1.262891,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,20.34047235346504,21.18
77,13.2,-167.7,0.548670088660756,0.0657502484266313,-14.602536,-22.706855,-26.492138,-14.776464,-22.587734,-26.697186,-1.055925,-0.736881,0.232153,0.356911,-0.16601,-0.225163,0.2771338676511932,-4.82802565320048,0.026433,-0.100481,6.37,-0.67,22.396821754567643,10.276230700859784,1.186781,0.319725,1.058663,1.246476,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,22.575192990140337,25.4
78,17.0,-167.7,0.5483901073261782,0.0654190129181848,-14.593903,-22.706857,-26.485627,-14.768493,-22.585451,-26.689121,-1.056039,-0.746235,0.240141,0.358623,-0.163709,-0.218824,0.2881113096546361,-4.827854629644791,0.028654,-0.102845,6.37,-0.66,22.55702516515661,10.245859474302309,1.187282,0.308223,1.068739,1.25175,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,21.580756764038625,23.33
79,14.4,-167.7,0.5485767615492301,0.066247101689301,-14.597162,-22.706853,-26.487309,-14.773956,-22.591567,-26.693938,-1.055747,-0.736046,0.11527,0.235612,-0.131979,-0.196263,0.2947041233389119,-4.82800119016561,0.0329375,-0.1016449999999999,6.37,-1.0,23.00797585381023,10.272621757182211,1.224428,0.319635,1.106658,1.266448,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,20.53614299733841,23.34
80,29.5,-7.3,0.2235735186539868,0.0401623053991387,-14.561398,-18.350532,-64.309613,-14.554135,-18.255516,-64.325639,-0.71587,-0.505923,0.101136,0.189186,-0.011497,-0.075864,0.218799608588603,-6.314982374120094,0.017346625,-0.014045,7.22,-1.67,28.634843905509936,14.48992929475343,1.135937,0.210398,1.01345,1.378774,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,11.634052009389112,18.04
81,13.9,-167.7,0.5488567428838077,0.0647565419012918,-14.597928,-22.706854,-26.497252,-14.770915,-22.58339,-26.682929,-1.055583,-0.724015,0.316455,0.452371,-0.182321,-0.222272,0.2771330650838087,-4.827980074130242,0.0406539999999999,-0.1021729999999999,6.37,-0.7,23.79959765779708,10.26769035820022,1.152389,0.334751,1.033679,1.217487,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,26.41234125926377,26.14
82,29.4,-12.9,0.2249451353328456,0.040327923153362,-14.561388,-18.363235,-64.309611,-14.562168,-18.26923,-64.331073,-0.722957,-0.515548,0.102907,0.187258,-0.010909,-0.074593,0.2187771233449247,-6.109828422365088,0.0173458749999999,-0.0181329999999999,7.17,-1.67,28.595502828814592,14.444692002107807,1.135954,0.203383,1.018667,1.383822,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,10.904431681514684,17.76
83,4.4,-167.7,0.5488567428838077,0.0441371315004968,-14.631723,-22.706853,-64.35473,-14.794146,-22.600988,-64.527923,-1.055568,-0.748797,0.123549,0.26974,-0.099066,-0.156177,0.2043874929044809,-4.827991856660302,0.026216375,-0.1021259999999999,6.37,-0.82,27.10027467423675,10.239025850029456,1.109582,0.231554,0.980196,1.244728,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,22.31573475437237,26.56
84,12.4,-167.7,0.5483901073261782,0.065584630672408,-14.604779,-22.706854,-26.500178,-14.776371,-22.590704,-26.702996,-1.055628,-0.731746,0.160148,0.299102,-0.157984,-0.22083,0.2771334894542901,-4.827943692508273,0.037962,-0.09896,6.37,-0.56,24.323522399305183,10.281846409705636,1.196033,0.320408,1.073084,1.209113,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,23.036687300228724,26.55
85,21.5,-167.7,0.5490433971068596,0.0434746604836038,-14.590456,-22.706857,-64.322898,-14.753876,-22.595099,-64.484202,-1.056078,-0.796854,0.157376,0.239352,-0.06077,-0.094534,0.1003241794699065,-4.827933651507837,0.030783625,-0.100633,6.37,-1.23,27.067227986782218,10.26873196634308,1.120618,0.156085,1.055132,1.27091,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.017667601397854,18.17
86,23.5,-167.7,0.5484834344377042,0.0441371315004968,-14.587143,-22.706856,-64.32089,-14.751145,-22.591088,-64.483846,-1.055736,-0.79421,0.146325,0.241016,-0.062792,-0.098119,0.2028415499351183,-4.827947665370768,0.03481,-0.1023939999999999,6.37,-1.2,27.245520191347357,10.239051529448382,1.12193,0.164589,1.049555,1.268797,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.663297032867717,19.28
87,22.2,-167.7,0.5487634157722818,0.0664955283206359,-14.581316,-22.706859,-26.473954,-14.759696,-22.588234,-26.67933,-1.055554,-0.752659,0.12026,0.226269,-0.12642,-0.182996,0.2931110402065967,-4.827874902126833,0.03220175,-0.1016249999999999,6.37,-1.1,22.903652750560607,10.267501014541924,1.232126,0.299647,1.123212,1.279482,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.87357798225628,21.44
88,18.6,-167.7,0.5484834344377042,0.0660814839350778,-14.588246,-22.706855,-26.479687,-14.766158,-22.592323,-26.68432,-1.055488,-0.752405,0.125136,0.230572,-0.129116,-0.184963,0.2881122566309017,-4.827939610800999,0.035028,-0.099164,6.37,-1.08,22.763760682623957,10.26872241464127,1.229876,0.299996,1.119898,1.272965,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.9519275632317,21.32
89,32.7,-13.1,0.2250365764447695,0.0400794965220271,-14.554103,-18.363234,-64.303556,-14.556151,-18.264208,-64.323525,-0.722304,-0.515387,0.110714,0.184272,-0.002324,-0.061153,0.2039185241111817,-6.109972969242595,0.0371092499999999,-0.014975,7.17,-1.81,29.003837227451875,14.358123514509014,1.138338,0.198247,1.033232,1.389866,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,9.1235403395657,16.89
90,20.2,-167.6,0.5488567428838077,0.0443027492547201,-14.595677,-22.706858,-64.327776,-14.761856,-22.594406,-64.49697,-1.056082,-0.786538,0.136311,0.252612,-0.072108,-0.116925,0.2080217727917808,-4.827835717732743,0.02617125,-0.100746,6.37,-1.16,27.38033395021068,10.267797304274747,1.119399,0.189457,1.024548,1.259889,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.384198947931946,20.84
91,12.7,-167.7,0.5484834344377042,0.0439715137462736,-14.612494,-22.706858,-64.339506,-14.77464,-22.60044,-64.506526,-1.055589,-0.783175,0.138603,0.257661,-0.081066,-0.123536,0.2067457676808965,-4.827837268781198,0.018178875,-0.101634,6.37,-0.95,27.31343715804552,10.24694286391965,1.116436,0.191184,1.021755,1.259469,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,17.45159319013235,21.68
92,23.7,-9.9,0.2236649597659107,0.0401623053991387,-14.574686,-18.356781,-64.316963,-14.569307,-18.267435,-64.338451,-0.719661,-0.496861,0.094797,0.194436,-0.020059,-0.092765,0.265193567169076,-6.252933177976664,0.0204097499999999,-0.030227,7.18,-1.58,28.672003148623737,14.413824739318116,1.13696,0.225077,0.994617,1.369816,-4.65106,-4.74864,-3.28165,-0.304043,4.2989,14.103336299334568,17.39
93,25.0,-11.8,0.2252194586686174,0.0400794965220271,-14.571028,-18.359821,-64.316656,-14.569422,-18.271604,-64.33803,-0.719814,-0.509932,0.098848,0.189816,-0.017692,-0.083798,0.23357954138714,-6.296672785515206,0.019034375,-0.037632,7.19,-1.65,28.70487955062943,14.292621597995096,1.136237,0.208312,1.011063,1.372038,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,12.296587806080678,18.96
94,25.4,-7.3,0.2237564008778347,0.0402451142762504,-14.571013,-18.35053,-64.316644,-14.563096,-18.261398,-64.333893,-0.715701,-0.507687,0.099497,0.18998,-0.017372,-0.084543,0.2335557259806724,-6.3150560897617485,0.01903125,-0.0139849999999999,7.22,-1.65,29.07461856312009,14.488664625808326,1.135992,0.213728,1.005972,1.37474,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,12.215977317685388,19.22
95,25.4,-12.7,0.2251280175566934,0.0400794965220271,-14.571023,-18.363242,-64.316653,-14.571102,-18.274074,-64.339416,-0.723317,-0.508416,0.09951,0.190065,-0.017401,-0.085097,0.2335489052623252,-6.109666759525806,0.0190292499999999,-0.0164839999999999,7.17,-1.65,28.962336001535537,14.441418504920096,1.136169,0.208271,1.009549,1.372905,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,11.812569670008765,18.85
96,24.4,-167.7,0.5483901073261782,0.0794137131500496,-14.545745,-22.706857,-26.471257,-14.735778,-22.627176,-26.658881,-1.055898,-0.854397,0.453192,0.504459,-0.162816,-0.183239,0.4332214060928803,-4.8278105744130695,0.065302375,-0.1002509999999999,6.37,-1.42,20.64704138521324,10.23849733624132,1.166379,0.181499,1.107275,1.259616,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.50461040533184,13.06
97,18.1,-167.7,0.548670088660756,0.0901788671745611,-14.537785,-22.706852,-26.495419,-14.726991,-22.641418,-26.693647,-1.055705,-0.863889,0.719371,0.754147,-0.210409,-0.226811,0.5356486053585107,-4.828017244882566,0.039313625,-0.101872,6.37,-1.26,20.39633443844448,10.219079435567782,1.073752,0.172732,1.030628,1.162525,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,15.321575653180377,14.47
98,23.7,-167.7,0.5482967802146523,0.0659986750579662,-14.572207,-22.706852,-26.463977,-14.762439,-22.608073,-26.673627,-1.056039,-0.800239,0.165045,0.247527,-0.117324,-0.165196,0.4852171934542297,-4.827987530049662,0.05748475,-0.1009639999999999,6.37,-1.31,21.783911840169857,10.239948785624875,1.239763,0.251876,1.151165,1.312309,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.050832031477835,17.46
99,24.2,-167.7,0.5482034531031265,0.0780887711162636,-14.54364,-22.706858,-26.471072,-14.732818,-22.627353,-26.669275,-1.055737,-0.862284,0.590101,0.642525,-0.18513,-0.206267,0.5355716516144688,-4.827830357089929,0.072496375,-0.102731,6.37,-1.34,20.86680436815576,10.238412772780734,1.126612,0.174823,1.074444,1.210688,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.491745835111503,14.53
100,24.4,-167.7,0.5484834344377042,0.0659986750579662,-14.568188,-22.706853,-26.463029,-14.757261,-22.606552,-26.670375,-1.055549,-0.812168,0.317916,0.394306,-0.147461,-0.185528,0.5050599932807381,-4.82801585710186,0.06402025,-0.1020289999999999,6.37,-1.18,21.308474400500103,10.21494542718705,1.199428,0.239612,1.114919,1.269097,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.527431129305004,17.73
101,29.9,-167.7,0.5481101259916006,0.0668267638290824,-14.554766,-22.706852,-26.450775,-14.745419,-22.612087,-26.656742,-1.055557,-0.832937,0.195903,0.263554,-0.109922,-0.147274,0.4842979854177571,-4.828038061591987,0.06405875,-0.1020489999999999,6.37,-1.55,21.12708737687183,10.219660057028108,1.239159,0.218966,1.169029,1.316789,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,14.378326013998617,15.85
102,16.3,-167.7,0.5480167988800747,0.0776747267307055,-14.565067,-22.706853,-26.492904,-14.753909,-22.607726,-26.689383,-1.055596,-0.783842,0.52801,0.621308,-0.202904,-0.242606,0.5050606529427973,-4.827993434920241,0.046035625,-0.1020929999999999,6.37,-0.83,20.93197344451255,10.28240443320492,1.118107,0.26643,1.013561,1.190275,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,20.63226175351669,19.5
103,27.6,-11.1,0.1073518653986832,0.0618582312023848,-14.557545,-18.36379,-26.464707,-14.560733,-18.268725,-26.48792,-0.473053,-0.269315,0.325546,0.365868,-0.153705,-0.189619,0.2506781763767676,-5.973843933820328,0.044259375,-0.039937,6.8,-1.14,23.626883217294026,18.651688028279963,1.189655,0.211628,1.114182,1.274395,-4.65106,-4.74864,-3.28165,-0.304043,4.2989,13.056220635874366,13.89
104,29.5,-167.7,0.5488567428838077,0.0621066578337197,-14.552964,-22.706857,-26.46253,-14.724732,-22.612874,-26.642398,-1.055883,-0.856097,0.332202,0.38499,-0.153456,-0.163113,0.2206549394486585,-4.828027313094874,0.0415564999999999,-0.098357,6.37,-1.22,23.359714202158205,10.250763193062816,1.189138,0.139926,1.156656,1.268824,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,13.508729018793233,16.94
105,27.6,-6.5,0.1101865398683248,0.062934746604836,-14.557546,-18.352102,-26.464706,-14.553824,-18.255001,-26.482578,-0.468706,-0.261919,0.32566,0.367896,-0.153763,-0.1908,0.2506793786234776,-6.154500346380267,0.04425875,-0.074618,6.89,-1.14,23.423382794477977,18.358098223112464,1.18961,0.219584,1.110242,1.270367,-4.65106,-4.74864,-3.28165,-0.304043,4.2989,13.676482375529291,15.72
106,29.9,-21.2,0.1418251645940014,0.0633487909903941,-14.552041,-18.368482,-26.462359,-14.555019,-18.271246,-26.482491,-0.497095,-0.284606,0.33417,0.368472,-0.153781,-0.182605,0.2115267446595546,-5.8715958211378885,0.041495,-0.100583,6.84,-1.21,23.49179492021638,16.601320643085366,1.189426,0.188395,1.133481,1.279803,-17.1145,-8.80606,5.56077,0.126051,0.604298,12.701741793512324,16.1
107,15.3,-136.0,0.6562791420578178,0.0650877774097383,-14.598429,-59.486702,-26.488263,-14.741465,-59.390155,-26.647227,-1.053494,-0.617347,0.351767,0.396875,-0.197248,-0.223478,0.2141618632508033,-4.335991674482218,0.038258625,-0.368127,4.9,-0.62,21.84807244932703,14.448114404225818,1.153752,0.25285,1.080496,1.13715,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,15.319910257938446,20.77
108,21.6,-167.7,0.5481101259916006,0.0382577012255713,-14.606868,-22.706855,-27.234967,-14.771518,-22.586574,-27.395287,-1.055899,-0.774089,0.044906,0.151283,0.045065,-0.02927,0.1353668553274324,-4.827909406163299,0.0260261249999999,-0.098438,6.37,-1.22,31.084921439476016,10.282010017452013,0.952945,0.17502,0.861536,1.268761,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,17.886376317981878,21.71
109,23.7,-167.6,0.5483901073261782,0.0443027492547201,-14.587142,-22.706858,-64.32089,-14.751151,-22.591105,-64.483843,-1.056263,-0.794359,0.146301,0.240832,-0.062785,-0.098231,0.2028433453002315,-4.827816016690337,0.034810125,-0.1004309999999999,6.37,-1.2,27.93914946240228,10.238526523276969,1.121917,0.164599,1.049417,1.268785,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,16.66773533007451,20.77
110,16.6,-167.7,0.5487634157722818,0.0441371315004968,-14.600808,-22.706856,-64.330878,-14.774127,-22.608149,-64.504336,-1.055969,-0.802426,0.169462,0.268467,-0.066548,-0.116081,0.2343407478457771,-4.82790298427644,0.021074375,-0.1028129999999999,6.37,-1.28,26.46073100334417,10.269160388329686,1.121304,0.184826,1.029506,1.268389,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.97107161256112,21.09
111,10.9,-136.0,0.6558128691327324,0.040327923153362,-14.640611,-59.486702,-27.252126,-14.774763,-59.379785,-27.389105,-1.053429,-0.570411,0.091718,0.179387,-0.043716,-0.122866,0.1402358004936659,-4.33600201480783,0.02398175,-0.3681529999999999,4.9,-0.66,29.746385020323103,14.41007206384151,0.95117,0.242485,0.825801,1.13711,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,18.29400087861013,25.22
112,29.8,-14.5,0.1452084857351865,0.0633487909903941,-14.552047,-18.353402,-26.462358,-14.546714,-18.252801,-26.475851,-0.471637,-0.268138,0.333184,0.367464,-0.153464,-0.18418,0.2115371985859923,-5.859400304221894,0.04149075,-0.120755,7.05,-1.21,23.41288476838036,16.377316849310347,1.190021,0.206157,1.125274,1.267509,-17.1145,-8.80606,5.56077,0.126051,0.604298,14.074869944574788,17.9
113,29.8,-17.0,0.1449341623994147,0.0633487909903941,-14.552049,-18.358361,-26.462357,-14.550035,-18.259684,-26.478217,-0.484541,-0.276371,0.333199,0.3636,-0.153452,-0.182236,0.2115396697598408,-5.333185669358007,0.0414901249999999,-0.0604569999999999,6.92,-1.21,23.412995523698477,16.392447537094768,1.190006,0.192772,1.132946,1.277452,-17.1145,-8.80606,5.56077,0.126051,0.604298,12.938791654972777,16.42
114,21.6,-136.0,0.656201429903637,0.038340510102683,-14.606868,-59.486699,-27.234969,-14.751739,-59.388921,-27.379769,-1.053661,-0.618534,0.044962,0.104802,0.045051,-0.030538,0.1353604144211272,-4.335968952976972,0.0260268749999999,-0.3682269999999999,4.9,-1.22,31.0845612374062,14.38196425457248,0.952932,0.17361,0.871966,1.145999,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,11.29177450477204,20.15
115,27.6,-6.5,0.1347841989758595,0.062272275587943,-14.557542,-18.338376,-26.46472,-14.545184,-18.237903,-26.476887,-0.472268,-0.258695,0.325497,0.368847,-0.153671,-0.193187,0.250649646430801,-5.845213294875369,0.044268,-0.009861,7.02,-1.15,23.27275886160284,16.747039667652025,1.189474,0.231371,1.101551,1.261938,-4.65106,-4.74864,-3.28165,-0.304043,4.2989,14.602441002734311,16.0
116,29.5,-136.0,0.656201429903637,0.0623550844650546,-14.55296,-59.486702,-26.462516,-14.706078,-59.398712,-26.625957,-1.053441,-0.672508,0.332177,0.356159,-0.153394,-0.170851,0.2206427900708283,-4.336007865257373,0.041555125,-0.3681430000000001,4.9,-1.22,23.54803151710146,14.393993506585833,1.189384,0.173252,1.153996,1.146191,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,7.740545856018898,13.2
117,15.0,-167.7,0.548670088660756,0.0404935409075852,-14.612246,-22.706853,-175.205518,-14.77733,-22.595593,-175.365833,-1.055624,-0.769228,0.120868,0.235561,-0.041721,-0.096186,0.2391724450772097,-4.828009680117592,0.017845625,-0.1019329999999999,6.37,-1.21,28.289353789827132,10.27723866047323,1.064783,0.181388,0.959573,1.2686,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,17.842294868003428,21.13
118,23.3,-9.9,0.2294257498171177,0.0439715137462736,-14.588206,-18.362519,-64.321094,-14.573231,-18.250633,-64.332467,-0.693537,-0.440335,0.14574,0.240839,-0.063193,-0.121912,0.2115977752357329,-6.623274506634384,0.0353045,-0.141781,7.13,-1.19,27.95358456984391,12.778117857798009,1.122072,0.227392,0.999435,1.385994,-6.8371,-3.676,1.11638,-2.0345,-0.948893,17.20762519963239,20.83
119,29.9,-6.3,0.1420994879297732,0.0633487909903941,-14.552048,-18.334643,-26.46236,-14.537542,-18.233197,-26.469878,-0.473192,-0.262308,0.333704,0.367921,-0.153725,-0.185694,0.2115382266565495,-5.944816134397442,0.041493375,-0.0105619999999999,7.12,-1.21,23.492163096401818,16.642743885240755,1.189706,0.215585,1.120991,1.256835,-17.1145,-8.80606,5.56077,0.126051,0.604298,14.9961893922222,17.38
120,29.5,-167.7,0.5484834344377042,0.0623550844650546,-14.552959,-22.706857,-26.462529,-14.724713,-22.611353,-26.642698,-1.055924,-0.851557,0.331925,0.388623,-0.153312,-0.163937,0.2206489987002998,-4.827880698152632,0.0415573749999999,-0.099509,6.37,-1.22,23.64026736160763,10.279420453573778,1.189331,0.142637,1.154492,1.268795,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,15.515809912810466,15.61
121,21.6,-167.8,0.5488567428838077,0.0381748923484597,-14.606867,-22.706857,-27.234967,-14.771514,-22.586526,-27.395347,-1.055225,-0.773777,0.044912,0.150345,0.045062,-0.029257,0.1353702587570543,-4.827906875504866,0.02602575,-0.0980499999999999,6.37,-1.22,30.80272771148189,10.267714648561292,0.952987,0.1752,0.861752,1.268806,-8.726510000000001,-5.31265,1.25112,-1.85931,-0.620266,17.83888263598371,20.3
122,23.1,-12.4,0.2243964886613021,0.0438058959920503,-14.588205,-18.365568,-64.321094,-14.574079,-18.254998,-64.33331,-0.740913,-0.4898,0.145687,0.24469,-0.063182,-0.12109,0.2115979017928981,-6.596980488123606,0.035304625,-0.150461,7.12,-1.19,27.25241536636184,13.197368662522598,1.122073,0.229995,0.996237,1.396597,-6.8371,-3.676,1.11638,-2.0345,-0.948893,17.95424582282643,21.56
